议员姓名,年份,所属党派,备注
Monika Lazar,2011,Grüne/Bündnis 90,
Monika Lazar,2012,Grüne/Bündnis 90,
Monika Lazar,2013,Grüne/Bündnis 90,
Monika Lazar,2014,Grüne/Bündnis 90,
Monika Lazar,2015,Grüne/Bündnis 90,
Monika Lazar,2016,Grüne/Bündnis 90,
Monika Lazar,2017,Grüne/Bündnis 90,
Monika Lazar,2018,BüNDNIS 90/DIE GRüNEN,
Monika Lazar,2019,BüNDNIS 90/DIE GRüNEN,"该年属于多个党派: BüNDNIS 90/DIE GRüNEN, BüNDNIS?90/DIE GRüNEN"
Monika Lazar,2019,BüNDNIS?90/DIE GRüNEN,"该年属于多个党派: BüNDNIS 90/DIE GRüNEN, BüNDNIS?90/DIE GRüNEN"
Monika Lazar,2020,BüNDNIS?90/DIE GRüNEN,
Monika Lazar,2021,BüNDNIS?90/DIE GRüNEN,
Morgenfhaler,1950,CDU/CSU,
Morgenthaler,1950,CDU/CSU,
Morgenthaler,1951,CDU/CSU,
Morgenthaler,1952,CDU/CSU,
Morgenthaler,1953,CDU/CSU,
Morgenthaler,1954,CDU/CSU,
Morgenthaler,1955,CDU/CSU,
Mtschnick,1976,FDP,
Muckermann,1951,CDU/CSU,
Muckermann,1952,CDU/CSU,
Muckermann,1961,CDU/CSU,
"Muckermann, Anfragender",1952,CDU/CSU,
"Muckermann, Antragsteller",1954,CDU/CSU,
"Muckermann, Berichterstatter",1951,CDU/CSU,
"Muckermann, Berichterstatter",1952,CDU/CSU,
"Muckermann, Berichterstatter",1953,CDU/CSU,
"Muckermann, Berichterstatter",1958,CDU/CSU,
"Muckermann, Interpellant",1950,CDU/CSU,
"Muckermann, Interpellant",1951,CDU/CSU,
Muller (Aachen-Land),1964,CDU/CSU,
Murr,1960,FDP,
Murr,1961,FDP,
Murr,1962,FDP,
Mursch (Soltau-Harburg),1970,CDU/CSU,
Mursch (Soltau-Harburg),1971,CDU/CSU,
Mursch (Soltau-Harburg),1972,CDU/CSU,
Mursch (Soltau-Harburg),1973,CDU/CSU,
Mursch (Soltau-Harburg),1974,CDU/CSU,
Mursch (Soltau-Harburg),1975,CDU/CSU,
Mursch (Soltau/Harburg),1970,CDU/CSU,
Müller (Frankfurt),1951,KPD,
M?nning,1978,SPD,
M?nning,1979,SPD,
M?nning,1981,SPD,
M?Llemann,1973,FDP,
M?hring,1970,SPD,
M?hring,1971,SPD,
M?hring,1973,SPD,
M?hring,1974,SPD,
M?hring,1975,SPD,
M?hring,1976,SPD,
M?hring,1977,SPD,
M?hring,1979,SPD,
M?hring,1980,SPD,
M?hring,1981,SPD,
M?hring,1982,SPD,
M?llemann,1973,FDP,
M?llemann,1974,FDP,
M?llemann,1975,FDP,
M?llemann,1976,FDP,
M?llemann,1977,FDP,"该年属于多个党派: FPD, FDP"
M?llemann,1977,FPD,"该年属于多个党派: FPD, FDP"
M?llemann,1978,FDP,
M?llemann,1979,FDP,
M?llemann,1980,FDP,
M?llemann,1981,FDP,
M?llemann,1982,FDP,
M?llemann,1983,FDP,
M?llemann,1984,FDP,
M?llemann,1985,FDP,
M?llemann,1986,FDP,
M?llemann,1991,FDP,
M?ller (Lübeck),1973,CDU/CSU,
M?ller (Lübeck),1974,CDU/CSU,
M?ller (Lübeck),1975,CDU/CSU,
M?ller (Lübeck),1976,CDU/CSU,
M?llmann,1974,FDP,
Mühlenberg,1958,CDU/CSU,
Mühlhan,1969,FDP,
Müller,1953,KPD,
Müller (Aachen-Land),1963,CDU/CSU,
Müller (Aachen-Land),1964,CDU/CSU,
Müller (Aachen-Land),1965,CDU/CSU,
Müller (Berlin),1963,CDU/CSU,
Müller (Berlin),1964,CDU/CSU,
Müller (Berlin),1965,CDU/CSU,
Müller (Berlin),1966,CDU/CSU,
Müller (Berlin),1967,CDU/CSU,
Müller (Berlin),1968,CDU/CSU,
Müller (Berlin),1969,CDU/CSU,
Müller (Berlin),1970,CDU/CSU,
Müller (Berlin),1971,CDU/CSU,
Müller (Berlin),1972,CDU/CSU,
Müller (Berlin),1973,CDU/CSU,
Müller (Berlin),1974,CDU/CSU,
Müller (Berlin),1975,CDU/CSU,
Müller (Berlin),1976,CDU/CSU,
Müller (Berlin),1977,CDU/CSU,
Müller (Berlin),1978,CDU/CSU,
Müller (Berlin),1979,CDU/CSU,
Müller (Berlin),1980,CDU/CSU,
Müller (Düsseldorf),1983,SPD,
Müller (Düsseldorf),1984,SPD,
Müller (Düsseldorf),1985,SPD,
Müller (Düsseldorf),1986,SPD,
Müller (Düsseldorf),1987,SPD,
Müller (Düsseldorf),1988,SPD,
Müller (Düsseldorf),1989,SPD,
Müller (Düsseldorf),1990,SPD,
Müller (Düsseldorf),1991,SPD,
Müller (Erbendorf),1955,SPD,
Müller (Erbendorf),1960,SPD,
Müller (Erbendorf),1962,SPD,
Müller (Erbendorf),1963,SPD,
Müller (Erbendorf),1964,SPD,
Müller (Erbendorf),1965,SPD,
Müller (Frankfurt),1950,KPD,
Müller (Frankfurt),1951,KPD,
Müller (Frankfurt),1952,KPD,
Müller (Frankfurt),1953,KPD,
"Müller (Frankfurt), Anfragender",1952,KPD,
"Müller (Frankfurt), Anfragender",1953,KPD,
"Müller (Frankfurt), Antragsteller",1950,KPD,
"Müller (Frankfurt), Antragsteller",1951,KPD,
Müller (Hessen),1951,SPD,
Müller (Hessen),1952,SPD,
"Müller (Hessen), Antragsteller",1950,KPD,
"Müller (Hessen), Berichterstatter",1950,SPD,
"Müller (Hessen), Berichterstatter",1951,SPD,
"Müller (Hessen), Berichterstatter",1953,SPD,
Müller (Mülheim),1966,SPD,
Müller (Mülheim),1967,SPD,
Müller (Mülheim),1968,SPD,
Müller (Mülheim),1969,SPD,
Müller (Mülheim),1970,SPD,
Müller (Mülheim),1971,SPD,
Müller (Mülheim),1972,SPD,
Müller (Müller),1971,SPD,
Müller (München),1974,CDU/CSU,
Müller (Niederfischbach),1970,CDU/CSU,
Müller (Nordenham),1962,SPD,
Müller (Nordenham),1963,SPD,
Müller (Nordenham),1964,SPD,
Müller (Nordenham),1965,SPD,
Müller (Nordenham),1969,SPD,
Müller (Nordenham),1970,SPD,
Müller (Nordenham),1971,SPD,
Müller (Nordenham),1972,SPD,
Müller (Nordenham),1973,SPD,
Müller (Nordenham),1974,SPD,
Müller (Nordenham),1975,SPD,
Müller (Nordenham),1976,SPD,
Müller (Nordenham),1977,SPD,
Müller (Nordenham),1978,SPD,
Müller (Nordenham),1979,SPD,
Müller (Offenbach),1950,KPD,
Müller (Pleisweiler),1987,SPD,
Müller (Pleisweiler),1988,SPD,
Müller (Pleisweiler),1989,SPD,
Müller (Pleisweiler),1990,SPD,
Müller (Pleisweiler),1991,SPD,
Müller (Ravensburg),1958,SPD,
Müller (Ravensburg),1959,SPD,
Müller (Ravensburg),1960,SPD,
Müller (Ravensburg),1961,SPD,
Müller (Ravensburg),1962,SPD,
Müller (Ravensburg),1963,SPD,
Müller (Ravensburg),1965,SPD,
Müller (Ravensburg),1969,SPD,
Müller (Remscheid),1963,CDU/CSU,
Müller (Remscheid),1964,CDU/CSU,
Müller (Remscheid),1965,CDU/CSU,
Müller (Remscheid),1966,CDU/CSU,
Müller (Remscheid),1967,CDU/CSU,
Müller (Remscheid),1968,CDU/CSU,
Müller (Remscheid),1969,CDU/CSU,
Müller (Remscheid),1970,CDU/CSU,
Müller (Remscheid),1971,CDU/CSU,
Müller (Remscheid),1972,CDU/CSU,
Müller (Remscheid),1973,CDU/CSU,
Müller (Remscheid),1974,CDU/CSU,
Müller (Remscheid),1975,CDU/CSU,
Müller (Remscheid),1976,CDU/CSU,
Müller (Remscheid),1977,CDU/CSU,
Müller (Remscheid),1979,CDU/CSU,
Müller (Remscheid),1980,CDU/CSU,
Müller (Remscheid),1981,CDU/CSU,
Müller (Remscheid),1982,CDU/CSU,
Müller (Remscheid),1983,CDU/CSU,
Müller (Remscheid),1984,CDU/CSU,
Müller (Remscheid),1985,CDU/CSU,
Müller (Remscheid),1986,CDU/CSU,
Müller (Schweinfurt),1973,SPD,
Müller (Schweinfurt),1974,SPD,
Müller (Schweinfurt),1975,SPD,
Müller (Schweinfurt),1976,SPD,
Müller (Schweinfurt),1977,SPD,
Müller (Schweinfurt),1978,SPD,
Müller (Schweinfurt),1979,SPD,
Müller (Schweinfurt),1980,SPD,
Müller (Schweinfurt),1981,SPD,
Müller (Schweinfurt),1982,SPD,
Müller (Schweinfurt),1983,SPD,
Müller (Schweinfurt),1984,SPD,
Müller (Schweinfurt),1985,SPD,
Müller (Schweinfurt),1986,SPD,
Müller (Schweinfurt),1987,SPD,
Müller (Schweinfurt),1988,SPD,
Müller (Schweinfurt),1989,SPD,
Müller (Schweinfurt),1990,SPD,
Müller (Wadern),1979,CDU/CSU,
Müller (Wadern),1980,CDU/CSU,
Müller (Wadern),1981,CDU/CSU,
Müller (Wadern),1982,CDU/CSU,
Müller (Wadern),1983,CDU/CSU,
Müller (Wadern),1984,CDU/CSU,
Müller (Wadern),1985,CDU/CSU,
Müller (Wadern),1986,CDU/CSU,
Müller (Wadern),1987,CDU/CSU,
Müller (Wadern),1988,CDU/CSU,
Müller (Wadern),1989,CDU/CSU,
Müller (Wadern),1990,CDU/CSU,
Müller (Wadern),1991,CDU/CSU,
Müller (Wehdel),1954,DP,
Müller (Wehdel),1955,DP,
Müller (Wehdel),1956,DP,
Müller (Wehdel),1957,DP,
"Müller (Wehdel), Anfragender",1954,DP,
Müller (Wendel),1956,DP,
Müller (Wesseling),1981,CDU/CSU,
Müller (Wesseling),1982,CDU/CSU,
Müller (Wesseling),1983,CDU/CSU,
Müller (Wesseling),1984,CDU/CSU,
Müller (Wesseling),1985,CDU/CSU,
Müller (Wesseling),1986,CDU/CSU,
Müller (Wesseling),1987,CDU/CSU,
Müller (Wesseling),1988,CDU/CSU,
Müller (Wesseling),1989,CDU/CSU,
Müller (Wesseling),1990,CDU/CSU,
Müller (Worms),1952,SPD,
Müller (Worms),1954,SPD,
Müller (Worms),1955,SPD,
Müller (Worms),1959,SPD,
Müller (Worms),1960,SPD,
Müller (Worms),1961,SPD,
Müller (Worms),1962,SPD,
Müller (Worms),1963,SPD,
Müller (Worms),1964,SPD,
Müller (Worms),1965,SPD,
Müller (Worms),1966,SPD,
Müller (Worms),1967,SPD,
Müller (Worms),1968,SPD,
Müller (Worms),1969,SPD,
Müller (Zittau),1991,SPD,
Müller-Hermann,1952,CDU/CSU,
Müller-Hermann,1953,CDU/CSU,
Müller-Hermann,1954,CDU/CSU,
Müller-Hermann,1955,CDU/CSU,
Müller-Hermann,1956,CDU/CSU,
Müller-Hermann,1957,CDU/CSU,
Müller-Hermann,1958,CDU/CSU,
Müller-Hermann,1959,CDU/CSU,
Müller-Hermann,1960,CDU/CSU,
Müller-Hermann,1961,CDU/CSU,
Müller-Hermann,1962,CDU/CSU,
Müller-Hermann,1963,CDU/CSU,
Müller-Hermann,1975,CDU/CSU,
Müllier (Berlin),1971,CDU/CSU,
Müntefering,1977,SPD,
Müntefering,1978,SPD,
Müntefering,1979,SPD,
Müntefering,1980,SPD,
Müntefering,1981,SPD,
Müntefering,1982,SPD,
Müntefering,1983,SPD,
Müntefering,1984,SPD,
Müntefering,1985,SPD,
Müntefering,1986,SPD,
Müntefering,1987,SPD,
Müntefering,1988,SPD,
Müntefering,1989,SPD,
Müntefering,1990,SPD,
Müntefering,1991,SPD,
Müser,1963,CDU/CSU,
Müser,1968,CDU/CSU,
NA Marina Schuster,2013,FDP,
NOrdlohne,1975,CDU/CSU,
Nadine Müller (St. Wendel),2010,CDU/CSU,
Nadine Sch?n,2018,CDU/CSU,
Nadine Sch?n,2019,CDU/CSU,
Nadine Sch?n,2020,CDU/CSU,
Nadine Sch?n,2021,CDU/CSU,
Naegel,1949,CDU/CSU,
Naegel,1951,CDU/CSU,
Naegel,1952,CDU/CSU,
Naegel,1953,CDU/CSU,
Naegel,1954,CDU/CSU,
Naegel,1955,CDU/CSU,
"Naegel, Antragsteller",1950,CDU/CSU,
"Naegel, Antragsteller",1951,CDU/CSU,
"Naegel, Berichterstatter",1950,CDU/CSU,
"Naegel, Berichterstatter",1951,CDU/CSU,
"Naegel, Berichterstatter",1952,CDU/CSU,
"Naegel, Berichterstatter",1953,CDU/CSU,
"Naegel, Berichterstatter",1955,CDU/CSU,
Nagel,1976,SPD,
Nagel,1979,SPD,
Nagel,1986,SPD,
Neber,1951,CDU/CSU,
Neber,1952,CDU/CSU,
Neber,1953,CDU/CSU,
"Neber, Antragsteller",1951,CDU/CSU,
Nehm,1979,SPD,
Nehm,1981,SPD,
Nehm,1982,SPD,
Nehm,1985,SPD,
Nehm,1987,SPD,
Nehm,1988,SPD,
Nehm,1989,SPD,
Nelle,1981,CDU/CSU,
Nelle,1983,CDU/CSU,
Nelle,1985,CDU/CSU,
Nelle,1986,CDU/CSU,
Nelle,1989,CDU/CSU,
Nelle,1990,CDU/CSU,
Nellen,1953,CDU/CSU,
Nellen,1956,CDU/CSU,
Nellen,1961,SPD,
Nellen,1965,SPD,
Nellen,1968,SPD,
Nellen,1969,SPD,
Neu,2013,DIE LINKE,
Neu,2014,DIE LINKE,
Neu,2015,DIE LINKE,
Neu,2016,DIE LINKE,
Neu,2017,DIE LINKE,
Neubauer,1953,SPD,
Neubauer,1957,SPD,
Neubauer,1961,SPD,
Neuburger,1950,CDU/CSU,
Neuburger,1951,CDU/CSU,
Neuburger,1952,CDU/CSU,
Neuburger,1953,CDU/CSU,
Neuburger,1954,CDU/CSU,
Neuburger,1955,CDU/CSU,
Neuburger,1956,CDU/CSU,
Neuburger,1958,CDU/CSU,
Neuburger,1959,CDU/CSU,
Neuburger,1960,CDU/CSU,
Neuburger,1961,CDU/CSU,
"Neuburger, Antragsteller",1952,CDU/CSU,
"Neuburger, Berichterstatter",1949,CDU/CSU,
"Neuburger, Berichterstatter",1950,CDU/CSU,
"Neuburger, Berichterstatter",1951,CDU/CSU,
"Neuburger, Berichterstatter",1952,CDU/CSU,
"Neuburger, Berichterstatter",1953,CDU/CSU,
"Neuburger, Berichterstatter",1956,CDU/CSU,
"Neuburger, Berichterstatter",1957,CDU/CSU,
Neuhaus,1979,CDU/CSU,
Neuhaus,1980,CDU/CSU,
Neuhaus,1981,CDU/CSU,
Neuhaus,1982,CDU/CSU,
Neuhausen,1981,FDP,
Neuhausen,1982,FDP,
Neuhausen,1983,FDP,
Neuhausen,1984,FDP,
Neuhausen,1985,FDP,
Neuhausen,1986,FDP,
Neuhausen,1987,FDP,
Neuhausen,1988,FDP,
Neuhausen,1989,FDP,
Neuhausen,1990,FDP,
Neumann,1949,SPD,
Neumann,1950,SPD,
Neumann,1951,SPD,
Neumann,1952,SPD,
Neumann,1953,SPD,
Neumann,1954,SPD,
Neumann,1955,SPD,
Neumann,1956,SPD,
Neumann,1957,SPD,
Neumann,1958,SPD,
Neumann,1960,SPD,
Neumann,1961,SPD,
Neumann,1962,SPD,
Neumann,1963,SPD,
Neumann,1969,SPD,
Neumann,1970,SPD,
Neumann,1971,SPD,
Neumann,1976,SPD,
Neumann,1977,SPD,
Neumann (Allensbach),1964,CDU/CSU,
Neumann (Berlin),1962,SPD,
Neumann (Berlin),1963,SPD,
Neumann (Berlin),1964,SPD,
Neumann (Berlin),1965,SPD,
Neumann (Berlin),1966,SPD,
Neumann (Berlin),1967,SPD,
Neumann (Berlin),1968,SPD,
Neumann (Berlin),1969,SPD,
Neumann (Bramsche),1979,SPD,
Neumann (Bramsche),1980,SPD,
Neumann (Bramsche),1981,SPD,
Neumann (Bramsche),1982,SPD,
Neumann (Bramsche),1984,SPD,
Neumann (Bramsche),1985,SPD,
Neumann (Bramsche),1986,SPD,
Neumann (Bremen),1987,CDU/CSU,
Neumann (Bremen),1988,CDU/CSU,
Neumann (Bremen),1989,CDU/CSU,
Neumann (Bremen),1990,CDU/CSU,
Neumann (Stelle),1966,SPD,
Neumann (Stelle),1967,SPD,
Neumann (Stelle),1978,SPD,
Neumann (Stelle),1979,SPD,
Neumann (Stelle),1980,SPD,
Neumann (Stelle),1981,SPD,
Neumann (Stelle),1982,SPD,
Neumannn (Allensbach),1964,CDU/CSU,
Neumayer,1950,FDP,
Neumayer,1951,FDP,
Neumayer,1952,FDP,
"Neumayer, Berichterstatter",1950,FDP,
"Neumayer, Berichterstatter",1951,FDP,
"Neumayer, Berichterstatter",1952,FDP,
Nezahat Baradari,2019,SPD,
Nezahat Baradari,2020,SPD,
Nezahat Baradari,2021,SPD,
Nicola Beer,2017,FDP,
Nicola Beer,2018,FDP,
Nicola Beer,2019,FDP,
Nicole Bauer,2018,FDP,
Nicole Bauer,2019,FDP,
Nicole Bauer,2020,FDP,
Nicole Bauer,2021,FDP,
Nicole Bracht-Bendt,2010,FDP,
Nicole Bracht-Bendt,2011,FDP,
Nicole Bracht-Bendt,2012,FDP,
Nicole Bracht-Bendt,2013,FDP,
Nicole Gohlke,2009,DIE LINKE,
Nicole Gohlke,2010,DIE LINKE,
Nicole Gohlke,2011,DIE LINKE,
Nicole Gohlke,2012,DIE LINKE,
Nicole Gohlke,2013,DIE LINKE,
Nicole Gohlke,2014,DIE LINKE,
Nicole Gohlke,2015,DIE LINKE,
Nicole Gohlke,2016,DIE LINKE,
Nicole Gohlke,2017,DIE LINKE,
Nicole Gohlke,2018,DIE LINKE,
Nicole Gohlke,2019,DIE LINKE,
Nicole Gohlke,2020,DIE LINKE,
Nicole Gohlke,2021,DIE LINKE,
Nicole H?chst,2018,AfD,
Nicole H?chst,2019,AfD,
Nicole H?chst,2020,AfD,
Nicole H?chst,2021,AfD,
Nicole Maisch,2007,Grüne/Bündnis 90,
Nicole Maisch,2008,Grüne/Bündnis 90,
Nicole Maisch,2009,Grüne/Bündnis 90,
Nicole Maisch,2010,Grüne/Bündnis 90,
Nicole Maisch,2011,Grüne/Bündnis 90,
Nicole Maisch,2012,Grüne/Bündnis 90,
Nicole Maisch,2013,Grüne/Bündnis 90,
Nicole Maisch,2014,Grüne/Bündnis 90,
Nicole Maisch,2015,Grüne/Bündnis 90,
Nicole Maisch,2016,Grüne/Bündnis 90,
Nicole Maisch,2017,Grüne/Bündnis 90,
Nicole Westig,2018,FDP,
Nicole Westig,2019,FDP,
Nicole Westig,2020,FDP,
Nicole Westig,2021,FDP,
Nicolette Kressl,1995,SPD,
Nicolette Kressl,1996,SPD,
Nicolette Kressl,1998,SPD,
Nicolette Kressl,1999,SPD,
Nicolette Kressl,2001,SPD,
Nicolette Kressl,2002,SPD,
Nicolette Kressl,2003,SPD,
Nicolette Kressl,2004,SPD,
Nicolette Kressl,2005,SPD,
Nicolette Kressl,2006,SPD,
Nicolette Kressl,2007,SPD,
Nicolette Kressl,2008,SPD,
Nicolette Kressl,2009,SPD,
Nicolette Kressl,2010,SPD,
Nicolette Kressl,2011,SPD,
Nicolette Kressl,2012,SPD,
Nieberg,1961,CDU/CSU,
Niebergall,1949,KPD,
Niebergall,1950,KPD,
Niebergall,1951,KPD,
Niebergall,1952,KPD,
Niebergall,1953,KPD,
"Niebergall, Anfragender",1952,KPD,
"Niebergall, Anfragender",1953,KPD,
"Niebergall, Antragsteller",1951,KPD,
"Niebergall, Antragsteller",1952,KPD,
Niebes,1952,KPD,
Niebes,1953,KPD,
"Niebes, Anfragender",1953,KPD,
Niederalt,1954,CDU/CSU,
Niederalt,1955,CDU/CSU,
Niederalt,1956,CDU/CSU,
Niederalt,1957,CDU/CSU,
Niederalt,1958,CDU/CSU,
Niederalt,1959,CDU/CSU,
Niederalt,1960,CDU/CSU,
Niederalt,1961,CDU/CSU,
Niederalt,1962,CDU/CSU,
Niederalt,1967,CDU/CSU,
Niederalt,1968,CDU/CSU,
Niederalt,1969,CDU/CSU,
Niegel,1969,CDU/CSU,
Niegel,1970,CDU/CSU,
Niegel,1971,CDU/CSU,
Niegel,1972,CDU/CSU,
Niegel,1973,CDU/CSU,
Niegel,1974,CDU/CSU,
Niegel,1975,CDU/CSU,
Niegel,1976,CDU/CSU,
Niegel,1977,CDU/CSU,
Niegel,1978,CDU/CSU,
Niegel,1979,CDU/CSU,
Niegel,1980,CDU/CSU,
Niegel,1981,CDU/CSU,
Niegel,1982,CDU/CSU,
Niegel,1983,CDU/CSU,
Niegel,1984,CDU/CSU,
Niegel,1985,CDU/CSU,
Niegel,1986,CDU/CSU,
Niegel,1987,CDU/CSU,
Niegel,1988,CDU/CSU,
Niegel,1989,CDU/CSU,
Niegel,1990,CDU/CSU,
Niels Annen,2006,SPD,
Niels Annen,2007,SPD,
Niels Annen,2008,SPD,
Niels Annen,2009,SPD,
Niels Annen,2013,SPD,
Niels Annen,2014,SPD,
Niels Annen,2015,SPD,
Niels Annen,2016,SPD,
Niels Annen,2017,SPD,
Niels Annen,2018,SPD,
Niema Movassat,2009,DIE LINKE,
Niema Movassat,2010,DIE LINKE,
Niema Movassat,2011,DIE LINKE,
Niema Movassat,2012,DIE LINKE,
Niema Movassat,2013,DIE LINKE,
Niema Movassat,2014,DIE LINKE,
Niema Movassat,2015,DIE LINKE,
Niema Movassat,2016,DIE LINKE,
Niema Movassat,2017,DIE LINKE,
Niema Movassat,2018,DIE LINKE,
Niema Movassat,2019,DIE LINKE,
Niema Movassat,2020,DIE LINKE,
Niema Movassat,2021,DIE LINKE,
Niggemeier,1988,SPD,
Niggemeier,1989,SPD,
Nikolas L?bel,2018,CDU/CSU,
Nikolas L?bel,2019,CDU/CSU,
Nikolas L?bel,2020,CDU/CSU,
Nikolas L?bel,2021,CDU/CSU,
Nina Hauer,1999,SPD,
Nina Hauer,2000,SPD,
Nina Hauer,2001,SPD,
Nina Hauer,2002,SPD,
Nina Hauer,2003,SPD,
Nina Hauer,2004,SPD,
Nina Hauer,2005,SPD,
Nina Hauer,2006,SPD,
Nina Hauer,2007,SPD,
Nina Hauer,2008,SPD,
Nina Hauer,2009,SPD,
Nina Warken,2014,CDU/CSU,
Nina Warken,2015,CDU/CSU,
Nina Warken,2016,CDU/CSU,
Nina Warken,2017,CDU/CSU,
Nina Warken,2019,CDU/CSU,
Nina Warken,2020,CDU/CSU,
Nina Warken,2021,CDU/CSU,
Nitsch,1991,CDU/CSU,
Nolting,1987,FDP,
Nolting,1988,CDU/CSU,"该年属于多个党派: FDP, CDU/CSU"
Nolting,1988,FDP,"该年属于多个党派: FDP, CDU/CSU"
Nolting,1989,FDP,
Nolting,1990,FDP,
Nolting,1991,FDP,
Norbert Barthle,1999,CDU/CSU,
Norbert Barthle,2000,CDU/CSU,
Norbert Barthle,2001,CDU/CSU,
Norbert Barthle,2002,CDU/CSU,
Norbert Barthle,2003,CDU/CSU,
Norbert Barthle,2004,CDU/CSU,
Norbert Barthle,2005,CDU/CSU,
Norbert Barthle,2006,CDU/CSU,
Norbert Barthle,2007,CDU/CSU,
Norbert Barthle,2008,CDU/CSU,
Norbert Barthle,2009,CDU/CSU,
Norbert Barthle,2010,CDU/CSU,
Norbert Barthle,2011,CDU/CSU,
Norbert Barthle,2012,CDU/CSU,
Norbert Barthle,2013,CDU/CSU,
Norbert Barthle,2014,CDU/CSU,
Norbert Barthle,2015,CDU/CSU,
Norbert Brackmann,2009,CDU/CSU,
Norbert Brackmann,2010,CDU/CSU,
Norbert Brackmann,2011,CDU/CSU,
Norbert Brackmann,2012,CDU/CSU,
Norbert Brackmann,2013,CDU/CSU,
Norbert Brackmann,2014,CDU/CSU,
Norbert Brackmann,2015,CDU/CSU,
Norbert Brackmann,2016,CDU/CSU,
Norbert Brackmann,2017,CDU/CSU,
Norbert Brackmann,2019,CDU/CSU,
Norbert Brackmann,2020,CDU/CSU,
Norbert Eimer,1991,FDP,
Norbert Eimer (Führt),1991,FDP,
Norbert Eimer (Fürth),1991,FDP,
Norbert Eimer (Fürth),1992,FDP,
Norbert Eimer (Fürth),1993,FDP,
Norbert Eimer (Fürth),1994,FDP,
Norbert Formanski,1991,SPD,
Norbert Formanski,1993,SPD,
Norbert Formanski,1994,SPD,
Norbert Formanski,1996,SPD,
Norbert Formanski,1997,SPD,
Norbert Formanski,1999,SPD,
Norbert Gansel,1991,SPD,
Norbert Gansel,1992,SPD,
Norbert Gansel,1993,SPD,
Norbert Gansel,1994,SPD,
Norbert Gansel,1995,SPD,
Norbert Gansel,1996,SPD,
Norbert Gansel,1997,SPD,
Norbert Geis,1991,CDU/CSU,
Norbert Geis,1992,CDU/CSU,
Norbert Geis,1993,CDU/CSU,
Norbert Geis,1994,CDU/CSU,
Norbert Geis,1995,CDU/CSU,
Norbert Geis,1996,CDU/CSU,
Norbert Geis,1997,CDU/CSU,
Norbert Geis,1998,CDU/CSU,
Norbert Geis,1999,CDU/CSU,
Norbert Geis,2000,CDU/CSU,
Norbert Geis,2001,CDU/CSU,
Norbert Geis,2002,CDU/CSU,
Norbert Geis,2003,CDU/CSU,
Norbert Geis,2004,CDU/CSU,
Norbert Geis,2005,CDU/CSU,
Norbert Geis,2006,CDU/CSU,
Norbert Geis,2007,CDU/CSU,
Norbert Geis,2008,CDU/CSU,
Norbert Geis,2009,CDU/CSU,
Norbert Geis,2010,CDU/CSU,
Norbert Geis,2011,CDU/CSU,
Norbert Geis,2012,CDU/CSU,
Norbert Geis,2013,CDU/CSU,
Norbert Gels,1997,CDU/CSU,
Norbert Hauser (Bonn),1998,CDU/CSU,
Norbert Hauser (Bonn),1999,CDU/CSU,
Norbert Hauser (Bonn),2000,CDU/CSU,
Norbert Hauser (Bonn),2001,CDU/CSU,
Norbert Hauser (Bonn),2002,CDU/CSU,
Norbert Kleinw?chter,2017,AfD,
Norbert Kleinw?chter,2018,AfD,
Norbert Kleinw?chter,2019,AfD,
Norbert Kleinw?chter,2020,AfD,
Norbert Kleinw?chter,2021,AfD,
Norbert K?nigshofen,1995,CDU/CSU,
Norbert K?nigshofen,1996,CDU/CSU,
Norbert K?nigshofen,1998,CDU/CSU,
Norbert K?nigshofen,2000,CDU/CSU,
Norbert K?nigshofen,2001,CDU/CSU,
Norbert K?nigshofen,2002,CDU/CSU,
Norbert K?nigshofen,2003,CDU/CSU,
Norbert K?nigshofen,2004,CDU/CSU,
Norbert K?nigshofen,2005,CDU/CSU,
Norbert K?nigshofen,2006,CDU/CSU,
Norbert K?nigshofen,2007,CDU/CSU,
Norbert K?nigshofen,2008,CDU/CSU,
Norbert K?nigshofen,2009,CDU/CSU,
Norbert Maria Altenkamp,2018,CDU/CSU,
Norbert Maria Altenkamp,2019,CDU/CSU,
Norbert Maria Altenkamp,2020,CDU/CSU,
Norbert Maria Altenkamp,2021,CDU/CSU,
Norbert Müller (Potsdam),2014,DIE LINKE,
Norbert Müller (Potsdam),2015,DIE LINKE,
Norbert Müller (Potsdam),2016,DIE LINKE,
Norbert Müller (Potsdam),2017,DIE LINKE,
Norbert Müller (Potsdam),2018,DIE LINKE,
Norbert Müller (Potsdam),2019,DIE LINKE,
Norbert Müller (Potsdam),2020,DIE LINKE,
Norbert Müller (Potsdam),2021,DIE LINKE,
Norbert Otto (Erfurt),1991,CDU/CSU,
Norbert Otto (Erfurt),1992,CDU/CSU,
Norbert Otto (Erfurt),1993,CDU/CSU,
Norbert Otto (Erfurt),1994,CDU/CSU,
Norbert Otto (Erfurt),1995,CDU/CSU,
Norbert Otto (Erfurt),1996,CDU/CSU,
Norbert Otto (Erfurt),1997,CDU/CSU,
Norbert Otto (Erfurt),1998,CDU/CSU,
Norbert Otto (Erfurt),1999,CDU/CSU,
Norbert Otto (Erfurt),2000,CDU/CSU,
Norbert Otto (Erfurt),2001,CDU/CSU,
Norbert Otto (Erfurt),2002,CDU/CSU,
Norbert R?ngen,1995,CDU/CSU,
Norbert R?ttgen,1995,CDU/CSU,
Norbert R?ttgen,1996,CDU/CSU,
Norbert R?ttgen,1997,CDU/CSU,
